batsmen,dismissed,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,team,match_name,innings,scorecard_id
Etienne Beukes,b Usman Najeeb,21,18,0,1,2,116.66,Cambodia,1st-Final,1st,1418197
Utkarsh Jain,not out,6,8,0,0,0,75.0,Cambodia,1st-Final,1st,1418197
Abdul Waheed,c Hathinjar b Godara,17,10,0,4,0,170.0,Saudi Arabia,1st-Final,1st,1418197
Faisal Khan,c & b Utkarsh Jain,15,8,0,3,0,187.5,Saudi Arabia,1st-Final,1st,1418197
Waqar Ul Hassan,c Lakshit Gupta b Sharan,35,30,0,5,0,116.66,Saudi Arabia,1st-Final,1st,1418197
Waji Ul Hassan,c Godara b Utkarsh Jain,1,3,0,0,0,33.33,Saudi Arabia,1st-Final,1st,1418197
Hisham Shaikh,not out,47,41,0,3,1,114.63,Saudi Arabia,1st-Final,1st,1418197
Manan Ali,c Hathinjar b Godara,26,12,0,1,2,216.66,Saudi Arabia,1st-Final,1st,1418197
Usman Khalid,not out,4,1,0,1,0,400.0,Saudi Arabia,1st-Final,1st,1418197
Lachlan Yamamoto-Lake,c Puri b Kalimuthu,1,2,0,0,0,50.0,Japan,3rd-play-off,1st,1418196
Kendel Kadowaki-Fleming,c Chandramohan b Paraam,78,42,0,5,6,185.71,Japan,3rd-play-off,1st,1418196
Wataru Miyauchi,c & b Bharadwaj,50,39,0,6,0,128.2,Japan,3rd-play-off,1st,1418196
Sabaorish Ravichandran,not out,41,19,0,7,0,215.78,Japan,3rd-play-off,1st,1418196
Ibrahim Takahashi,not out,39,19,0,7,0,205.26,Japan,3rd-play-off,1st,1418196
Rezza Gaznavi,lbw b Ravichandran,16,22,0,2,0,72.72,Singapore,3rd-play-off,1st,1418196
Aritra Dutta,b Suzuki,122,63,0,15,7,193.65,Singapore,3rd-play-off,1st,1418196
Surendran Chandramohan,not out,57,31,0,7,3,183.87,Singapore,3rd-play-off,1st,1418196
Anish Paraam,not out,1,1,0,0,0,100.0,Singapore,3rd-play-off,1st,1418196
Kary Chan,b Nabaa Naseem,87,47,0,14,0,185.1,Hong Kong Women,16th-Match,1st,1419921
Mariko Hill,not out,100,65,0,12,1,153.84,Hong Kong Women,16th-Match,1st,1419921
Shanzeen Shahzad,not out,13,13,0,0,0,100.0,Hong Kong Women,16th-Match,1st,1419921
Leen Luthufee,b Iqra Sahar,0,1,0,0,0,0.0,Maldives Women,16th-Match,1st,1419921
Nabaa Naseem,b Chan Ka Man,0,1,0,0,0,0.0,Maldives Women,16th-Match,1st,1419921
Latsha Haleemath,c Chan b Bibi,17,15,0,3,0,113.33,Maldives Women,16th-Match,1st,1419921
Fathimath Malha,c Lamplough b Chan,3,20,0,0,0,15.0,Maldives Women,16th-Match,1st,1419921
Sumayya Abdul,not out,9,31,0,2,0,29.03,Maldives Women,16th-Match,1st,1419921
Hawwa Shaaiqa,b Bibi,0,5,0,0,0,0.0,Maldives Women,16th-Match,1st,1419921
Sajaa Fathimath,b Bibi,1,6,0,0,0,16.66,Maldives Women,16th-Match,1st,1419921
Hafsaa Abdhulla,c Chan b Ruchitha Venkatesh,8,6,0,2,0,133.33,Maldives Women,16th-Match,1st,1419921
Aishath Meesa Rameez,b Chan,3,6,0,0,0,50.0,Maldives Women,16th-Match,1st,1419921
Shamma Ali,b Chan,0,2,0,0,0,0.0,Maldives Women,16th-Match,1st,1419921
Hawwa Ifasha,b Chan,0,1,0,0,0,0.0,Maldives Women,16th-Match,1st,1419921
Ainna Hamizah Hashim,b Aysha,1,8,0,0,0,12.5,Malaysia Women,15th-Match,1st,1419920
Wan Julia,b Panayan,18,18,0,3,0,100.0,Malaysia Women,15th-Match,1st,1419920
Elsa Hunter,b Aysha,6,8,0,1,0,75.0,Malaysia Women,15th-Match,1st,1419920
Winifred Duraisingam,run out (Rizpha Bano),17,15,0,0,0,113.33,Malaysia Women,15th-Match,1st,1419920
Mas Elysa,c Thapa b Mare,23,23,0,2,0,100.0,Malaysia Women,15th-Match,1st,1419920
Mahirah Izzati Ismail,c Aysha b Dhadwal,19,26,0,2,0,73.07,Malaysia Women,15th-Match,1st,1419920
Jamahidaya Intan,not out,1,5,0,0,0,20.0,Malaysia Women,15th-Match,1st,1419920
Aina Najwa,b Thapa,5,3,0,0,0,166.66,Malaysia Women,15th-Match,1st,1419920
Nur Arianna Natsya,b Thapa,0,2,0,0,0,0.0,Malaysia Women,15th-Match,1st,1419920
Aisya Eleesa,b Thapa,0,1,0,0,0,0.0,Malaysia Women,15th-Match,1st,1419920
Nur Dania Syuhada,not out,8,12,0,0,0,66.66,Malaysia Women,15th-Match,1st,1419920
Shrutiben Rana,run out (Nur Arianna Natsya),1,9,0,0,0,11.11,Qatar Women,15th-Match,1st,1419920
Angeline Mare,c Wan Julia b Duraisingam,36,46,0,2,0,78.26,Qatar Women,15th-Match,1st,1419920
Saachi Dhadwal,st Wan Julia b Mahirah Izzati Ismail,3,12,0,0,0,25.0,Qatar Women,15th-Match,1st,1419920
Aysha,run out (Mahirah Izzati Ismail),0,1,0,0,0,0.0,Qatar Women,15th-Match,1st,1419920
Khadija Imtiaz,run out (Wan Julia),6,13,0,1,0,46.15,Qatar Women,15th-Match,1st,1419920
Sudha Thapa,b Mas Elysa,2,10,0,0,0,20.0,Qatar Women,15th-Match,1st,1419920
Sabeeja Panayan,c Mahirah Izzati Ismail b Nur Dania Syuhada,1,7,0,0,0,14.28,Qatar Women,15th-Match,1st,1419920
Rizpha Bano Emmanuel,st Wan Julia b Nur Dania Syuhada,9,9,0,1,0,100.0,Qatar Women,15th-Match,1st,1419920
Krishna Bhuva,lbw b Ainna Hamizah Hashim,0,1,0,0,0,0.0,Qatar Women,15th-Match,1st,1419920
Trupti Kale,run out (Ainna Hamizah Hashim),3,8,0,0,0,37.5,Qatar Women,15th-Match,1st,1419920
Taful Elkhair,not out,1,2,0,0,0,50.0,Qatar Women,15th-Match,1st,1419920
Sun Meng Yao,c Kano b Toguchi-Quinn,15,26,0,2,0,57.69,China Women,14th-Match,1st,1419919
Zi Mei,lbw b Nonoha Yasumoto,5,14,0,0,0,35.71,China Women,14th-Match,1st,1419919
Han Lili,c Iwasaki b Chandel,29,41,0,3,0,70.73,China Women,14th-Match,1st,1419919
Huang Zhuo,c & b Ota,6,17,0,1,0,35.29,China Women,14th-Match,1st,1419919
Mingyue Zhu,run out (Chandel),2,6,0,0,0,33.33,China Women,14th-Match,1st,1419919
Zheng Lili,b Fujikawa,0,2,0,0,0,0.0,China Women,14th-Match,1st,1419919
Wenjing Yin,c Kato b Ota,1,5,0,0,0,20.0,China Women,14th-Match,1st,1419919
Zhi Xinyu,not out,5,5,0,1,0,100.0,China Women,14th-Match,1st,1419919
Mengting Liu,b Chandel,0,1,0,0,0,0.0,China Women,14th-Match,1st,1419919
Xu Qian,b Chandel,0,1,0,0,0,0.0,China Women,14th-Match,1st,1419919
Yang Yu Xuan,lbw b Chandel,0,1,0,0,0,0.0,China Women,14th-Match,1st,1419919
Hinase Goto,b Mengting Liu,4,15,0,0,0,26.66,Japan Women,14th-Match,1st,1419919
Erika Oda,b Yang Yu Xuan,31,26,0,5,0,119.23,Japan Women,14th-Match,1st,1419919
Shimako Kato,b Yang Yu Xuan,17,27,0,3,0,62.96,Japan Women,14th-Match,1st,1419919
Mai Yanagida,b Xu Qian,4,5,0,0,0,80.0,Japan Women,14th-Match,1st,1419919
Haruna Iwasaki,c Xu Qian b Mengting Liu,3,9,0,0,0,33.33,Japan Women,14th-Match,1st,1419919
Ahilya Chandel,not out,6,14,0,0,0,42.85,Japan Women,14th-Match,1st,1419919
Kurumi Ota,c & b Mengting Liu,0,2,0,0,0,0.0,Japan Women,14th-Match,1st,1419919
Erika Toguchi-Quinn,not out,7,13,0,1,0,53.84,Japan Women,14th-Match,1st,1419919
Roshni Seth,c Myat b SY Win,7,18,0,0,0,38.88,Singapore Women,13th-Match,1st,1419918
Shafina Mahesh,run out (HH Aung),0,6,0,0,0,0.0,Singapore Women,13th-Match,1st,1419918
Ada Bhasin,run out (San),24,42,0,2,0,57.14,Singapore Women,13th-Match,1st,1419918
Vinu Kumar,st Thae Thae Po b Soe,9,15,0,1,0,60.0,Singapore Women,13th-Match,1st,1419918
Vathana Sreemurugavel,c Thoon b Kyaw,1,5,0,0,0,20.0,Singapore Women,13th-Match,1st,1419918
Riyaa Bhasin,b Kyaw,1,3,0,0,0,33.33,Singapore Women,13th-Match,1st,1419918
GK Diviya,not out,13,18,0,0,0,72.22,Singapore Women,13th-Match,1st,1419918
Damini Ramesh,c Thae Thae Po b Kyaw,3,9,0,0,0,33.33,Singapore Women,13th-Match,1st,1419918
Sara Merican,run out (Kyaw),1,4,0,0,0,25.0,Singapore Women,13th-Match,1st,1419918
Khin Myat,lbw b Pooranakaran,28,29,0,5,0,96.55,Myanmar Women,13th-Match,1st,1419918
Htet Aung,c Vinu Kumar b Diviya,5,5,0,0,0,100.0,Myanmar Women,13th-Match,1st,1419918
Theint Soe,b Shafina Mahesh,6,9,0,1,0,66.66,Myanmar Women,13th-Match,1st,1419918
Zin Kyaw,b Diviya,26,30,0,2,0,86.66,Myanmar Women,13th-Match,1st,1419918
Lin Htun,st Gurusinghe b Pooranakaran,2,8,0,0,0,25.0,Myanmar Women,13th-Match,1st,1419918
Zar Win,not out,2,3,0,0,0,66.66,Myanmar Women,13th-Match,1st,1419918
May San,not out,1,3,0,0,0,33.33,Myanmar Women,13th-Match,1st,1419918
Ngawang Choden,b Barma,25,50,0,1,0,50.0,Bhutan Women,12th-Match,1st,1419917
Yeshey Choden,b Kunwar,1,9,0,0,0,11.11,Bhutan Women,12th-Match,1st,1419917
Tshering Zangmo,st Shrestha b Magar,16,35,0,1,0,45.71,Bhutan Women,12th-Match,1st,1419917
Dechen Wangmo,c Kunwar b Joshi,17,21,0,3,0,80.95,Bhutan Women,12th-Match,1st,1419917
Sonam Choden,not out,1,3,0,0,0,33.33,Bhutan Women,12th-Match,1st,1419917
Anju Gurung,not out,1,2,0,0,0,50.0,Bhutan Women,12th-Match,1st,1419917
Kabita Kunwar,b Gurung,5,8,0,0,0,62.5,Nepal Women,12th-Match,1st,1419917
Sita Rana Magar,not out,32,37,0,2,1,86.48,Nepal Women,12th-Match,1st,1419917
Indu Barma,c Tshering Choden b Anjuli Ghalley,1,2,0,0,0,50.0,Nepal Women,12th-Match,1st,1419917
Rubina Chhetry,not out,17,24,0,1,1,70.83,Nepal Women,12th-Match,1st,1419917
Ni Putu Ayu Nanda Sakarini,not out,71,63,0,6,0,112.69,Indonesia Women,11th-Match,1st,1419916
Ni Luh Dewi,b Gajanayake,14,20,0,1,0,70.0,Indonesia Women,11th-Match,1st,1419916
Maria Corazon,c Sadamali Bhakshala b Rasangika,21,23,0,0,1,91.3,Indonesia Women,11th-Match,1st,1419916
Ni Kadek Fitria Rada Rani,c Sana Butt b Gajanayake,0,6,0,0,0,0.0,Indonesia Women,11th-Match,1st,1419916
Andriani Andriani,b Shetty,0,3,0,0,0,0.0,Indonesia Women,11th-Match,1st,1419916
Mia Arda,run out (Shetty/Sadamali Bhakshala),3,5,0,0,0,60.0,Indonesia Women,11th-Match,1st,1419916
Kisi Kasse,not out,0,1,0,0,0,0.0,Indonesia Women,11th-Match,1st,1419916
Tharanga Gajanayake,b Suwandewi,2,13,0,0,0,15.38,Bahrain Women,11th-Match,1st,1419916
Poorvaja Jagdeesha,b Wulandari,0,1,0,0,0,0.0,Bahrain Women,11th-Match,1st,1419916
Abeera Waris,lbw b Wulandari,0,6,0,0,0,0.0,Bahrain Women,11th-Match,1st,1419916
Deepika Rasangika,run out (Sakarini),18,32,0,3,0,56.25,Bahrain Women,11th-Match,1st,1419916
Ishara Suhun,run out (Suwandewi/Andriani),3,16,0,0,0,18.75,Bahrain Women,11th-Match,1st,1419916
Pavithra Shetty,st Sakarini b Sariani,6,17,0,0,0,35.29,Bahrain Women,11th-Match,1st,1419916
Shashikala Prakash,b Sariani,0,1,0,0,0,0.0,Bahrain Women,11th-Match,1st,1419916
Asha Samildeen,c Kasse b Sariani,0,5,0,0,0,0.0,Bahrain Women,11th-Match,1st,1419916
Swarna Nunna,b Ayu,0,3,0,0,0,0.0,Bahrain Women,11th-Match,1st,1419916
Sadamali Bhakshala,c & b Ayu,0,2,0,0,0,0.0,Bahrain Women,11th-Match,1st,1419916
Sana Butt,not out,1,4,0,0,0,25.0,Bahrain Women,11th-Match,1st,1419916
Esha Oza,not out,114,69,0,14,2,165.21,United Arab Emirates Women,10th-Match,1st,1419915
Kavisha Egodage,c Sani E Zehra b Dcosta,38,37,0,3,0,102.7,United Arab Emirates Women,10th-Match,1st,1419915
Theertha Satish,not out,20,15,0,3,0,133.33,United Arab Emirates Women,10th-Match,1st,1419915
Sakshi Shetty,b Kotte,8,4,0,0,1,200.0,Oman Women,10th-Match,1st,1419915
Nitya Joshi,c Theertha Satish b Kotte,1,4,0,0,0,25.0,Oman Women,10th-Match,1st,1419915
Javed Hina,c Mehak Thakur b Dharnidharka,3,15,0,0,0,20.0,Oman Women,10th-Match,1st,1419915
Priyanka Mendonca,st Theertha Satish b Kotte,0,2,0,0,0,0.0,Oman Women,10th-Match,1st,1419915
Amanda Dcosta,c Mehak Thakur b Oza,2,9,0,0,0,22.22,Oman Women,10th-Match,1st,1419915
Akshadha Gunasekar,c & b Mehak Thakur,2,17,0,0,0,11.76,Oman Women,10th-Match,1st,1419915
Trupti Pawde,lbw b Hotchandani,5,16,0,0,0,31.25,Oman Women,10th-Match,1st,1419915
Sameera Khan,run out (Egodage/Theertha Satish),0,0,0,0,0,0.0,Oman Women,10th-Match,1st,1419915
Cynthia SALD Saldanha,lbw b Vaishnave Mahesh,0,9,0,0,0,0.0,Oman Women,10th-Match,1st,1419915
Sani Zehra,lbw b Hotchandani,0,1,0,0,0,0.0,Oman Women,10th-Match,1st,1419915
Alifiya Sayed,not out,0,1,0,0,0,0.0,Oman Women,10th-Match,1st,1419915
Nannapat Koncharoenkai,run out (Maria Jasvi/Amna Tariq),20,9,0,4,0,222.22,Thailand Women,9th-Match,1st,1419914
Naruemol Chaiwai,not out,83,64,0,8,0,129.68,Thailand Women,9th-Match,1st,1419914
Thipatcha Putthawong,run out (Maria Jasvi/Lita D'Sa),37,37,0,4,0,100.0,Thailand Women,9th-Match,1st,1419914
Chanida Sutthiruang,not out,26,11,0,3,1,236.36,Thailand Women,9th-Match,1st,1419914
Priyada Murali,c Koncharoenkai b Kamchomphu,6,18,0,1,0,33.33,Kuwait Women,9th-Match,1st,1419914
Zeefa Jilani,c Maya b Suwanchonrathi,25,30,0,3,0,83.33,Kuwait Women,9th-Match,1st,1419914
Balasubramani Shanti,run out (Maya/Kamchomphu),17,24,0,2,0,70.83,Kuwait Women,9th-Match,1st,1419914
Maryam Omar,c Koncharoenkai b Boochatham,11,13,0,0,0,84.61,Kuwait Women,9th-Match,1st,1419914
Khadija Khalil,lbw b Suwanchonrathi,3,8,0,0,0,37.5,Kuwait Women,9th-Match,1st,1419914
Amna Tariq,b Sutthiruang,7,11,0,0,0,63.63,Kuwait Women,9th-Match,1st,1419914
Suchitha Lita D Sa,b Putthawong,1,2,0,0,0,50.0,Kuwait Women,9th-Match,1st,1419914
Siobhan Gomez,b Boochatham,3,7,0,0,0,42.85,Kuwait Women,9th-Match,1st,1419914
Maryyam Ashraf,not out,2,6,0,0,0,33.33,Kuwait Women,9th-Match,1st,1419914
Mariamma Hyder,run out (Kanoh/Koncharoenkai),1,1,0,0,0,100.0,Kuwait Women,9th-Match,1st,1419914
Abid Ali,run out,0,6,9,0,0,0.0,Sui Northern,1st-Final,1st,1413193
Sahibzada Farhan,b Iftikhar Ahmed,161,206,279,22,2,78.15,Sui Northern,1st-Final,1st,1413193
Kamran Ghulam,b Tahir Hussain,101,136,208,16,0,74.26,Sui Northern,1st-Final,1st,1413193
Saud Shakeel,not out,123,81,154,12,4,151.85,Sui Northern,1st-Final,1st,1413193
Haseebullah Khan,b Iftikhar Ahmed,13,14,12,1,0,92.85,Sui Northern,1st-Final,1st,1413193
Asad Shafiq,c Ayaz Tasawwar b Irfanullah Shah,18,13,20,3,0,138.46,Sui Northern,1st-Final,1st,1413193
Mubasir Khan,c Iftikhar Ahmed b Ali Shafique,44,20,28,2,4,220.0,Sui Northern,1st-Final,1st,1413193
Bilawal Bhatti,c Muhammad Akhlaq b Tahir Hussain,6,9,11,0,0,66.66,Sui Northern,1st-Final,1st,1413193
Mir Hamza,not out,2,2,11,0,0,100.0,Sui Northern,1st-Final,1st,1413193
Mohammad Saleem,c Kamran Ghulam b Shahnawaz Dahani,6,23,40,1,0,26.08,WAPDA,1st-Final,1st,1413193
Muhammad Akhlaq,c Haseebullah Khan b Mir Hamza,8,30,60,1,0,26.66,WAPDA,1st-Final,1st,1413193
Umar Kiyani,lbw b Mir Hamza,1,7,7,0,0,14.28,WAPDA,1st-Final,1st,1413193
Umar Akmal,b Bilawal Bhatti,28,28,60,6,0,100.0,WAPDA,1st-Final,1st,1413193
Iftikhar Ahmed,c Haseebullah Khan b Shahnawaz Dahani,52,59,106,4,0,88.13,WAPDA,1st-Final,1st,1413193
Mohammad Saad,c Sahibzada Farhan b Shahnawaz Dahani,20,32,45,3,0,62.5,WAPDA,1st-Final,1st,1413193
Ayaz Tasawwar,c Haseebullah Khan b Shahnawaz Dahani,0,1,1,0,0,0.0,WAPDA,1st-Final,1st,1413193
Asif Afridi,c Mubasir Khan b Shahnawaz Dahani,16,20,43,3,0,80.0,WAPDA,1st-Final,1st,1413193
Ali Shafique,c Haseebullah Khan b Shahnawaz Dahani,0,6,12,0,0,0.0,WAPDA,1st-Final,1st,1413193
Irfanullah Shah,b Shahnawaz Dahani,0,3,5,0,0,0.0,WAPDA,1st-Final,1st,1413193
Tahir Hussain,not out,0,1,1,0,0,0.0,WAPDA,1st-Final,1st,1413193
Abid Ali,c Ayaz Tasawwar b Ali Shafique,38,59,104,6,0,64.4,Sui Northern,1st-Final,2nd,1413193
Sahibzada Farhan,c Umar Kiyani b Asif Afridi,13,21,30,2,0,61.9,Sui Northern,1st-Final,2nd,1413193
Kamran Ghulam,lbw b Asif Afridi,28,47,80,5,0,59.57,Sui Northern,1st-Final,2nd,1413193
Saud Shakeel,c Muhammad Akhlaq b Ali Shafique,34,66,105,2,1,51.51,Sui Northern,1st-Final,2nd,1413193
Asad Shafiq,st Muhammad Akhlaq b Asif Afridi,9,24,39,1,0,37.5,Sui Northern,1st-Final,2nd,1413193
Haseebullah Khan,lbw b Iftikhar Ahmed,0,7,4,0,0,0.0,Sui Northern,1st-Final,2nd,1413193
Mubasir Khan,b Asif Afridi,91,109,138,14,1,83.48,Sui Northern,1st-Final,2nd,1413193
Bilawal Bhatti,st Muhammad Akhlaq b Asif Afridi,101,114,151,14,2,88.59,Sui Northern,1st-Final,2nd,1413193
Mir Hamza,not out,23,47,67,2,1,48.93,Sui Northern,1st-Final,2nd,1413193
Muhammad Akhlaq,c Mubasir Khan b Shahnawaz Dahani,0,3,3,0,0,0.0,WAPDA,1st-Final,2nd,1413193
Mohammad Saleem,c Haseebullah Khan b Bilawal Bhatti,22,60,122,2,0,36.66,WAPDA,1st-Final,2nd,1413193
Umar Kiyani,c Sahibzada Farhan b Shahnawaz Dahani,40,35,48,8,0,114.28,WAPDA,1st-Final,2nd,1413193
Mohammad Saad,c Haseebullah Khan b Bilawal Bhatti,3,14,33,0,0,21.42,WAPDA,1st-Final,2nd,1413193
Iftikhar Ahmed,c Haseebullah Khan b Mir Hamza,26,32,72,3,0,81.25,WAPDA,1st-Final,2nd,1413193
Ayaz Tasawwar,c Haseebullah Khan b Mir Hamza,51,30,49,7,3,170.0,WAPDA,1st-Final,2nd,1413193
Asif Afridi,c sub b Mir Hamza,4,2,2,1,0,200.0,WAPDA,1st-Final,2nd,1413193
Ali Shafique,run out,5,4,7,1,0,125.0,WAPDA,1st-Final,2nd,1413193
Tahir Hussain,c Bilawal Bhatti b Kamran Ghulam,5,6,12,0,0,83.33,WAPDA,1st-Final,2nd,1413193
Irfanullah Shah,not out,4,9,10,0,0,44.44,WAPDA,1st-Final,2nd,1413193
Umar Akmal,absent hurt,0,0,0,0,0,0.0,WAPDA,1st-Final,2nd,1413193
Andrew Vanlalhruaia,c Biswa b Bora,12,23,0,3,0,52.17,Mizoram,2nd-final,1st,1383839
Jehu Anderson,lbw b Bora,9,21,0,2,0,42.85,Mizoram,2nd-final,1st,1383839
Agni Chopra,b Chowdhary,53,79,0,5,2,67.08,Mizoram,2nd-final,1st,1383839
Lalhruaizela,c Swarajeet Das b C Sangma,7,11,0,1,0,63.63,Mizoram,2nd-final,1st,1383839
Joseph Lalthankhuma,b Chowdhary,2,28,0,0,0,7.14,Mizoram,2nd-final,1st,1383839
Vikash Kumar,b Chowdhary,0,4,0,0,0,0.0,Mizoram,2nd-final,1st,1383839
Mohit Jangra,lbw b Bora,0,1,0,0,0,0.0,Mizoram,2nd-final,1st,1383839
Lalhruai Ralte,lbw b Bora,9,23,0,1,0,39.13,Mizoram,2nd-final,1st,1383839
KC Cariappa,c Gurung b Bora,4,3,0,1,0,133.33,Mizoram,2nd-final,1st,1383839
Bobby Zothansanga,not out,23,49,0,3,0,46.93,Mizoram,2nd-final,1st,1383839
G Lalbiakvela,lbw b Bora,16,37,0,3,0,43.24,Mizoram,2nd-final,1st,1383839
Raj Biswa,b Cariappa,13,33,0,2,0,39.39,Meghalaya,2nd-final,1st,1383839
Arien Sangma,b Jangra,8,16,0,2,0,50.0,Meghalaya,2nd-final,1st,1383839
Yogesh Tiwari,b Jangra,0,3,0,0,0,0.0,Meghalaya,2nd-final,1st,1383839
Dippu Sangma,c Lalthankhuma b Zothansanga,24,61,0,4,0,39.34,Meghalaya,2nd-final,1st,1383839
Kishan Lyngdoh,c Vikash Kumar b Cariappa,32,55,0,4,0,58.18,Meghalaya,2nd-final,1st,1383839
Jaskirat Singh Sachdeva,c Anderson b Jangra,21,56,0,1,1,37.5,Meghalaya,2nd-final,1st,1383839
Swarajeet Das,b Jangra,6,24,0,0,0,25.0,Meghalaya,2nd-final,1st,1383839
Ram Gurung,c Anderson b Cariappa,0,4,0,0,0,0.0,Meghalaya,2nd-final,1st,1383839
Akash Choudhary,c Vanlalhruaia b Cariappa,9,13,0,1,0,69.23,Meghalaya,2nd-final,1st,1383839
Aryan Bora,b Jangra,1,2,0,0,0,50.0,Meghalaya,2nd-final,1st,1383839
Chengkam Sangma,not out,0,1,0,0,0,0.0,Meghalaya,2nd-final,1st,1383839
Andrew Vanlalhruaia,b Chowdhary,7,17,0,1,0,41.17,Mizoram,2nd-final,2nd,1383839
Jehu Anderson,c Tiwari b Bora,4,21,0,0,0,19.04,Mizoram,2nd-final,2nd,1383839
Agni Chopra,c sub (AB Charak) b Bora,69,67,0,9,2,102.98,Mizoram,2nd-final,2nd,1383839
Lalhruaizela,lbw b Chowdhary,7,11,0,1,0,63.63,Mizoram,2nd-final,2nd,1383839
Joseph Lalthankhuma,c C Sangma b Dipu Sangma,9,40,0,1,0,22.5,Mizoram,2nd-final,2nd,1383839
Vikash Kumar,c Biswa b Bora,33,32,0,6,0,103.12,Mizoram,2nd-final,2nd,1383839
Mohit Jangra,c Bora b Chowdhary,16,14,0,2,1,114.28,Mizoram,2nd-final,2nd,1383839
Lalhruai Ralte,lbw b Bora,0,10,0,0,0,0.0,Mizoram,2nd-final,2nd,1383839
KC Cariappa,not out,1,4,0,0,0,25.0,Mizoram,2nd-final,2nd,1383839
Bobby Zothansanga,b Chowdhary,1,9,0,0,0,11.11,Mizoram,2nd-final,2nd,1383839
G Lalbiakvela,lbw b Chowdhary,0,3,0,0,0,0.0,Mizoram,2nd-final,2nd,1383839
Raj Biswa,lbw b Jangra,14,21,0,1,1,66.66,Meghalaya,2nd-final,2nd,1383839
Arien Sangma,lbw b Cariappa,10,19,0,1,0,52.63,Meghalaya,2nd-final,2nd,1383839
Swarajeet Das,lbw b Zothansanga,29,37,0,4,0,78.37,Meghalaya,2nd-final,2nd,1383839
Dippu Sangma,c Anderson b Jangra,0,1,0,0,0,0.0,Meghalaya,2nd-final,2nd,1383839
Kishan Lyngdoh,not out,53,77,0,6,0,68.83,Meghalaya,2nd-final,2nd,1383839
Jaskirat Singh Sachdeva,not out,31,60,0,3,0,51.66,Meghalaya,2nd-final,2nd,1383839
Tanmay Agarwal,c Ozukum b Jonathan,164,192,0,12,3,85.41,Hyderabad (India),1st-final,1st,1383838
Rahul Singh,b Tahmeed Rahman,5,6,0,1,0,83.33,Hyderabad (India),1st-final,1st,1383838
Rohit Rayudu,c Jaganath Sinivas b Lemtur,59,107,0,3,3,55.14,Hyderabad (India),1st-final,1st,1383838
Tilak Varma,c sub (Nagaho Chishi) b Kense,101,135,0,6,5,74.81,Hyderabad (India),1st-final,1st,1383838
Nitesh Reddy,c & b Jaganath Sinivas,26,72,0,1,0,36.11,Hyderabad (India),1st-final,1st,1383838
Ravi Teja,b Jonathan,15,22,0,2,0,68.18,Hyderabad (India),1st-final,1st,1383838
Pragnay Reddy,c Tahmeed Rahman b Tewatiya,47,62,0,6,0,75.8,Hyderabad (India),1st-final,1st,1383838
Tanay Thyagarajan,c Ozukum b Tewatiya,22,24,0,3,0,91.66,Hyderabad (India),1st-final,1st,1383838
Palakodeti Sairam,not out,3,10,0,0,0,30.0,Hyderabad (India),1st-final,1st,1383838
Kartikeya Kak,not out,12,12,0,0,1,100.0,Hyderabad (India),1st-final,1st,1383838
Yugandhar Singh,c Pragnay Reddy b Ravi Teja,3,3,0,0,0,100.0,Nagaland,1st-final,1st,1383838
Joshua Ozukum,c Agarwal b Thyagarajan,50,91,0,6,1,54.94,Nagaland,1st-final,1st,1383838
Sedezhalie Rupero,c Pragnay Reddy b Ravi Teja,0,8,0,0,0,0.0,Nagaland,1st-final,1st,1383838
Rongsen Jonathan,c Nitesh Reddy b Thyagarajan,41,50,0,6,1,82.0,Nagaland,1st-final,1st,1383838
RS Jaganath Sinivas,b Thyagarajan,44,100,0,6,0,44.0,Nagaland,1st-final,1st,1383838
Sumit Kumar,b Thyagarajan,38,60,0,5,0,63.33,Nagaland,1st-final,1st,1383838
Moakumzuk Tzudir,c Rahul Singh b Thyagarajan,0,2,0,0,0,0.0,Nagaland,1st-final,1st,1383838
Tahmeed Rahman,c Kartikeya Kak b Thyagarajan,0,11,0,0,0,0.0,Nagaland,1st-final,1st,1383838
Imliwati Lemtur,c Agarwal b Sairam,11,23,0,2,0,47.82,Nagaland,1st-final,1st,1383838
Khrievitso Kense,b Thyagarajan,0,4,0,0,0,0.0,Nagaland,1st-final,1st,1383838
Karan Tewatiya,not out,6,9,0,1,0,66.66,Nagaland,1st-final,1st,1383838
Yugandhar Singh,lbw b Thyagarajan,20,31,0,4,0,64.51,Hyderabad (India),1st-final,2nd,1383838
Joshua Ozukum,run out (Rahul Singh),0,0,0,0,0,0.0,Hyderabad (India),1st-final,2nd,1383838
Sedezhalie Rupero,b Tilak Varma,59,154,0,8,1,38.31,Hyderabad (India),1st-final,2nd,1383838
Rongsen Jonathan,c Nitesh Reddy b Thyagarajan,0,3,0,0,0,0.0,Hyderabad (India),1st-final,2nd,1383838
RS Jaganath Sinivas,c Agarwal b Thyagarajan,0,1,0,0,0,0.0,Hyderabad (India),1st-final,2nd,1383838
Sumit Kumar,lbw b Tilak Varma,86,115,0,10,2,74.78,Hyderabad (India),1st-final,2nd,1383838
Moakumzuk Tzudir,c Agarwal b Thyagarajan,0,4,0,0,0,0.0,Hyderabad (India),1st-final,2nd,1383838
Imliwati Lemtur,c Thyagarajan b Tilak Varma,15,17,0,2,1,88.23,Hyderabad (India),1st-final,2nd,1383838
